contestant_id,contestant_name,season_number,episode_number,season_outcome,episode_placement,episode_title,episode_airdate,episode_type,episode_maxi_challenge_type,contestant_entrance,age,hometown_city,hometown_state,handle_instagram,handle_twitter
141,Ariel Versace,11,3,11,HIGH,Diva Worship,2019-03-14,Competition,Acting,12,26,Cherry Hill,New Jersey,arielversace,arielversace
142,Ra'jah D. O'Hara,11,3,9,BTM6,Diva Worship,2019-03-14,Competition,Acting,13,33,Dallas,Texas,therajahoharashow,RaJahOHara
130,Vanessa Vanjie Mateo,11,4,5,LOW,Trump: The Rusical,2019-03-21,Competition,Musical,1,26,Tampa,Florida,vanessavanjie,VanessaVanjie
131,Nina West,11,4,6,SAFE,Trump: The Rusical,2019-03-21,Competition,Musical,2,39,Columbus,Ohio,ninawest,NinaWest
132,Shuga Cain,11,4,7,SAFE,Trump: The Rusical,2019-03-21,Competition,Musical,3,40,New York,New York,missshugacain,missshugacain
133,Plastique Tiara,11,4,8,SAFE,Trump: The Rusical,2019-03-21,Competition,Musical,4,21,Southlake,Texas,plastiquetiara,plastiquetiara
134,Mercedes Iman Diamond,11,4,12,ELIM,Trump: The Rusical,2019-03-21,Competition,Musical,5,31,Minneapolis,Minnesota,mercedesimandiamond,mercedesiman
135,Scarlet Envy,11,4,10,SAFE,Trump: The Rusical,2019-03-21,Competition,Musical,6,26,Brooklyn,New York,scarletenvy,scarletenvynyc
137,A'keria Chanel Davenport,11,4,3,SAFE,Trump: The Rusical,2019-03-21,Competition,Musical,8,30,Dallas,Texas,mizakeriachanel,a_doublec_d
138,Yvie Oddly,11,4,1,HIGH,Trump: The Rusical,2019-03-21,Competition,Musical,9,24,Denver,Colorado,oddlyyvie,oddlyyvie
139,Silky Nutmeg Ganache,11,4,3,WIN,Trump: The Rusical,2019-03-21,Competition,Musical,10,28,Chicago,Illinois,silkyganache,GanacheSilky
140,Brooke Lynn Hytes,11,4,2,HIGH,Trump: The Rusical,2019-03-21,Competition,Musical,11,32,Nashville,Tennessee,bhytes,bhytes1
141,Ariel Versace,11,4,11,SAFE,Trump: The Rusical,2019-03-21,Competition,Musical,12,26,Cherry Hill,New Jersey,arielversace,arielversace
142,Ra'jah D. O'Hara,11,4,9,BTM2,Trump: The Rusical,2019-03-21,Competition,Musical,13,33,Dallas,Texas,therajahoharashow,RaJahOHara
130,Vanessa Vanjie Mateo,11,5,5,SAFE,Monster Ball,2019-03-28,Competition,Ball,1,26,Tampa,Florida,vanessavanjie,VanessaVanjie
131,Nina West,11,5,6,SAFE,Monster Ball,2019-03-28,Competition,Ball,2,39,Columbus,Ohio,ninawest,NinaWest
132,Shuga Cain,11,5,7,BTM2,Monster Ball,2019-03-28,Competition,Ball,3,40,New York,New York,missshugacain,missshugacain
133,Plastique Tiara,11,5,8,HIGH,Monster Ball,2019-03-28,Competition,Ball,4,21,Southlake,Texas,plastiquetiara,plastiquetiara
135,Scarlet Envy,11,5,10,SAFE,Monster Ball,2019-03-28,Competition,Ball,6,26,Brooklyn,New York,scarletenvy,scarletenvynyc
137,A'keria Chanel Davenport,11,5,3,SAFE,Monster Ball,2019-03-28,Competition,Ball,8,30,Dallas,Texas,mizakeriachanel,a_doublec_d
138,Yvie Oddly,11,5,1,HIGH,Monster Ball,2019-03-28,Competition,Ball,9,24,Denver,Colorado,oddlyyvie,oddlyyvie
139,Silky Nutmeg Ganache,11,5,3,LOW,Monster Ball,2019-03-28,Competition,Ball,10,28,Chicago,Illinois,silkyganache,GanacheSilky
140,Brooke Lynn Hytes,11,5,2,WIN,Monster Ball,2019-03-28,Competition,Ball,11,32,Nashville,Tennessee,bhytes,bhytes1
141,Ariel Versace,11,5,11,ELIM,Monster Ball,2019-03-28,Competition,Ball,12,26,Cherry Hill,New Jersey,arielversace,arielversace
142,Ra'jah D. O'Hara,11,5,9,SAFE,Monster Ball,2019-03-28,Competition,Ball,13,33,Dallas,Texas,therajahoharashow,RaJahOHara
130,Vanessa Vanjie Mateo,11,6,5,SAFE,The Dragylmpics,2019-04-04,Competition,Dancing,1,26,Tampa,Florida,vanessavanjie,VanessaVanjie
131,Nina West,11,6,6,LOW,The Dragylmpics,2019-04-04,Competition,Dancing,2,39,Columbus,Ohio,ninawest,NinaWest
132,Shuga Cain,11,6,7,HIGH,The Dragylmpics,2019-04-04,Competition,Dancing,3,40,New York,New York,missshugacain,missshugacain
133,Plastique Tiara,11,6,8,SAFE,The Dragylmpics,2019-04-04,Competition,Dancing,4,21,Southlake,Texas,plastiquetiara,plastiquetiara
135,Scarlet Envy,11,6,10,ELIM,The Dragylmpics,2019-04-04,Competition,Dancing,6,26,Brooklyn,New York,scarletenvy,scarletenvynyc
137,A'keria Chanel Davenport,11,6,3,WIN,The Dragylmpics,2019-04-04,Competition,Dancing,8,30,Dallas,Texas,mizakeriachanel,a_doublec_d
138,Yvie Oddly,11,6,1,HIGH,The Dragylmpics,2019-04-04,Competition,Dancing,9,24,Denver,Colorado,oddlyyvie,oddlyyvie
139,Silky Nutmeg Ganache,11,6,3,HIGH,The Dragylmpics,2019-04-04,Competition,Dancing,10,28,Chicago,Illinois,silkyganache,GanacheSilky
140,Brooke Lynn Hytes,11,6,2,HIGH,The Dragylmpics,2019-04-04,Competition,Dancing,11,32,Nashville,Tennessee,bhytes,bhytes1
142,Ra'jah D. O'Hara,11,6,9,BTM2,The Dragylmpics,2019-04-04,Competition,Dancing,13,33,Dallas,Texas,therajahoharashow,RaJahOHara
130,Vanessa Vanjie Mateo,11,7,5,SAFE,From Farm to Runway,2019-04-11,Competition,Sewing,1,26,Tampa,Florida,vanessavanjie,VanessaVanjie
131,Nina West,11,7,6,LOW,From Farm to Runway,2019-04-11,Competition,Sewing,2,39,Columbus,Ohio,ninawest,NinaWest
132,Shuga Cain,11,7,7,SAFE,From Farm to Runway,2019-04-11,Competition,Sewing,3,40,New York,New York,missshugacain,missshugacain
133,Plastique Tiara,11,7,8,WIN,From Farm to Runway,2019-04-11,Competition,Sewing,4,21,Southlake,Texas,plastiquetiara,plastiquetiara
137,A'keria Chanel Davenport,11,7,3,BTM2,From Farm to Runway,2019-04-11,Competition,Sewing,8,30,Dallas,Texas,mizakeriachanel,a_doublec_d
138,Yvie Oddly,11,7,1,HIGH,From Farm to Runway,2019-04-11,Competition,Sewing,9,24,Denver,Colorado,oddlyyvie,oddlyyvie
139,Silky Nutmeg Ganache,11,7,3,SAFE,From Farm to Runway,2019-04-11,Competition,Sewing,10,28,Chicago,Illinois,silkyganache,GanacheSilky
140,Brooke Lynn Hytes,11,7,2,HIGH,From Farm to Runway,2019-04-11,Competition,Sewing,11,32,Nashville,Tennessee,bhytes,bhytes1
142,Ra'jah D. O'Hara,11,7,9,ELIM,From Farm to Runway,2019-04-11,Competition,Sewing,13,33,Dallas,Texas,therajahoharashow,RaJahOHara
130,Vanessa Vanjie Mateo,11,8,5,LOW,Snatch Game At Sea,2019-04-18,Competition,Snatch Game,1,26,Tampa,Florida,vanessavanjie,VanessaVanjie
131,Nina West,11,8,6,HIGH,Snatch Game At Sea,2019-04-18,Competition,Snatch Game,2,39,Columbus,Ohio,ninawest,NinaWest
132,Shuga Cain,11,8,7,HIGH,Snatch Game At Sea,2019-04-18,Competition,Snatch Game,3,40,New York,New York,missshugacain,missshugacain
133,Plastique Tiara,11,8,8,SAFE,Snatch Game At Sea,2019-04-18,Competition,Snatch Game,4,21,Southlake,Texas,plastiquetiara,plastiquetiara
137,A'keria Chanel Davenport,11,8,3,SAFE,Snatch Game At Sea,2019-04-18,Competition,Snatch Game,8,30,Dallas,Texas,mizakeriachanel,a_doublec_d
138,Yvie Oddly,11,8,1,BTM2,Snatch Game At Sea,2019-04-18,Competition,Snatch Game,9,24,Denver,Colorado,oddlyyvie,oddlyyvie
139,Silky Nutmeg Ganache,11,8,3,WIN,Snatch Game At Sea,2019-04-18,Competition,Snatch Game,10,28,Chicago,Illinois,silkyganache,GanacheSilky
140,Brooke Lynn Hytes,11,8,2,BTM2,Snatch Game At Sea,2019-04-18,Competition,Snatch Game,11,32,Nashville,Tennessee,bhytes,bhytes1
130,Vanessa Vanjie Mateo,11,9,5,BTM2,L.A.D.P.!,2019-04-25,Competition,Acting,1,26,Tampa,Florida,vanessavanjie,VanessaVanjie
131,Nina West,11,9,6,SAFE,L.A.D.P.!,2019-04-25,Competition,Acting,2,39,Columbus,Ohio,ninawest,NinaWest
132,Shuga Cain,11,9,7,LOW,L.A.D.P.!,2019-04-25,Competition,Acting,3,40,New York,New York,missshugacain,missshugacain
133,Plastique Tiara,11,9,8,ELIM,L.A.D.P.!,2019-04-25,Competition,Acting,4,21,Southlake,Texas,plastiquetiara,plastiquetiara
137,A'keria Chanel Davenport,11,9,3,WIN,L.A.D.P.!,2019-04-25,Competition,Acting,8,30,Dallas,Texas,mizakeriachanel,a_doublec_d
138,Yvie Oddly,11,9,1,SAFE,L.A.D.P.!,2019-04-25,Competition,Acting,9,24,Denver,Colorado,oddlyyvie,oddlyyvie
139,Silky Nutmeg Ganache,11,9,3,HIGH,L.A.D.P.!,2019-04-25,Competition,Acting,10,28,Chicago,Illinois,silkyganache,GanacheSilky
140,Brooke Lynn Hytes,11,9,2,HIGH,L.A.D.P.!,2019-04-25,Competition,Acting,11,32,Nashville,Tennessee,bhytes,bhytes1
130,Vanessa Vanjie Mateo,11,10,5,BTM2,Dragracadabra,2019-05-02,Competition,Acting,1,26,Tampa,Florida,vanessavanjie,VanessaVanjie
131,Nina West,11,10,6,WIN,Dragracadabra,2019-05-02,Competition,Acting,2,39,Columbus,Ohio,ninawest,NinaWest
132,Shuga Cain,11,10,7,ELIM,Dragracadabra,2019-05-02,Competition,Acting,3,40,New York,New York,missshugacain,missshugacain
137,A'keria Chanel Davenport,11,10,3,SAFE,Dragracadabra,2019-05-02,Competition,Acting,8,30,Dallas,Texas,mizakeriachanel,a_doublec_d
138,Yvie Oddly,11,10,1,SAFE,Dragracadabra,2019-05-02,Competition,Acting,9,24,Denver,Colorado,oddlyyvie,oddlyyvie
139,Silky Nutmeg Ganache,11,10,3,LOW,Dragracadabra,2019-05-02,Competition,Acting,10,28,Chicago,Illinois,silkyganache,GanacheSilky
140,Brooke Lynn Hytes,11,10,2,HIGH,Dragracadabra,2019-05-02,Competition,Acting,11,32,Nashville,Tennessee,bhytes,bhytes1
130,Vanessa Vanjie Mateo,11,11,5,HIGH,Bring Back My Queens!,2019-05-09,Competition,Makeover,1,26,Tampa,Florida,vanessavanjie,VanessaVanjie
131,Nina West,11,11,6,ELIM,Bring Back My Queens!,2019-05-09,Competition,Makeover,2,39,Columbus,Ohio,ninawest,NinaWest
132,Shuga Cain,11,11,7,Guest,Bring Back My Queens!,2019-05-09,Competition,Makeover,3,40,New York,New York,missshugacain,missshugacain
133,Plastique Tiara,11,11,8,Guest,Bring Back My Queens!,2019-05-09,Competition,Makeover,4,21,Southlake,Texas,plastiquetiara,plastiquetiara
135,Scarlet Envy,11,11,10,Guest,Bring Back My Queens!,2019-05-09,Competition,Makeover,6,26,Brooklyn,New York,scarletenvy,scarletenvynyc
136,Honey Davenport,11,11,13,Guest,Bring Back My Queens!,2019-05-09,Competition,Makeover,7,32,New York,New York,honeydavenportofficial,honey_davenport
137,A'keria Chanel Davenport,11,11,3,HIGH,Bring Back My Queens!,2019-05-09,Competition,Makeover,8,30,Dallas,Texas,mizakeriachanel,a_doublec_d
138,Yvie Oddly,11,11,1,LOW,Bring Back My Queens!,2019-05-09,Competition,Makeover,9,24,Denver,Colorado,oddlyyvie,oddlyyvie
139,Silky Nutmeg Ganache,11,11,3,BTM2,Bring Back My Queens!,2019-05-09,Competition,Makeover,10,28,Chicago,Illinois,silkyganache,GanacheSilky
140,Brooke Lynn Hytes,11,11,2,WIN,Bring Back My Queens!,2019-05-09,Competition,Makeover,11,32,Nashville,Tennessee,bhytes,bhytes1
141,Ariel Versace,11,11,11,Guest,Bring Back My Queens!,2019-05-09,Competition,Makeover,12,26,Cherry Hill,New Jersey,arielversace,arielversace
144,Soju,11,11,15,Guest,Bring Back My Queens!,2019-05-09,Competition,Makeover,15,27,Chicago,Illinois,shotwithsoju,shotwithsoju
130,Vanessa Vanjie Mateo,11,12,5,ELIM,Queens Everywhere,2019-05-16,Competition,Music Video,1,26,Tampa,Florida,vanessavanjie,VanessaVanjie
137,A'keria Chanel Davenport,11,12,3,SAFE,Queens Everywhere,2019-05-16,Competition,Music Video,8,30,Dallas,Texas,mizakeriachanel,a_doublec_d
138,Yvie Oddly,11,12,1,SAFE,Queens Everywhere,2019-05-16,Competition,Music Video,9,24,Denver,Colorado,oddlyyvie,oddlyyvie
139,Silky Nutmeg Ganache,11,12,3,SAFE,Queens Everywhere,2019-05-16,Competition,Music Video,10,28,Chicago,Illinois,silkyganache,GanacheSilky
140,Brooke Lynn Hytes,11,12,2,BTM2,Queens Everywhere,2019-05-16,Competition,Music Video,11,32,Nashville,Tennessee,bhytes,bhytes1
130,Vanessa Vanjie Mateo,11,13,5,Guest,Reunited,2019-05-23,Reunion,,1,26,Tampa,Florida,vanessavanjie,VanessaVanjie
131,Nina West,11,13,6,Guest,Reunited,2019-05-23,Reunion,,2,39,Columbus,Ohio,ninawest,NinaWest
132,Shuga Cain,11,13,7,Guest,Reunited,2019-05-23,Reunion,,3,40,New York,New York,missshugacain,missshugacain
133,Plastique Tiara,11,13,8,Guest,Reunited,2019-05-23,Reunion,,4,21,Southlake,Texas,plastiquetiara,plastiquetiara
134,Mercedes Iman Diamond,11,13,12,Guest,Reunited,2019-05-23,Reunion,,5,31,Minneapolis,Minnesota,mercedesimandiamond,mercedesiman
135,Scarlet Envy,11,13,10,Guest,Reunited,2019-05-23,Reunion,,6,26,Brooklyn,New York,scarletenvy,scarletenvynyc
136,Honey Davenport,11,13,13,Guest,Reunited,2019-05-23,Reunion,,7,32,New York,New York,honeydavenportofficial,honey_davenport
137,A'keria Chanel Davenport,11,13,3,Guest,Reunited,2019-05-23,Reunion,,8,30,Dallas,Texas,mizakeriachanel,a_doublec_d
138,Yvie Oddly,11,13,1,Guest,Reunited,2019-05-23,Reunion,,9,24,Denver,Colorado,oddlyyvie,oddlyyvie
139,Silky Nutmeg Ganache,11,13,3,Guest,Reunited,2019-05-23,Reunion,,10,28,Chicago,Illinois,silkyganache,GanacheSilky
140,Brooke Lynn Hytes,11,13,2,Guest,Reunited,2019-05-23,Reunion,,11,32,Nashville,Tennessee,bhytes,bhytes1
141,Ariel Versace,11,13,11,Guest,Reunited,2019-05-23,Reunion,,12,26,Cherry Hill,New Jersey,arielversace,arielversace
142,Ra'jah D. O'Hara,11,13,9,Guest,Reunited,2019-05-23,Reunion,,13,33,Dallas,Texas,therajahoharashow,RaJahOHara
143,Kahanna Montrese,11,13,14,Guest,Reunited,2019-05-23,Reunion,,14,25,Las Vegas,Nevada,kahannamontrese,kahannamontrese
144,Soju,11,13,15,Guest,Reunited,2019-05-23,Reunion,,15,27,Chicago,Illinois,shotwithsoju,shotwithsoju
130,Vanessa Vanjie Mateo,11,14,5,Guest,Grand Finale,2019-05-30,Finale,,1,26,Tampa,Florida,vanessavanjie,VanessaVanjie
131,Nina West,11,14,6,Miss C,Grand Finale,2019-05-30,Finale,,2,39,Columbus,Ohio,ninawest,NinaWest
132,Shuga Cain,11,14,7,Guest,Grand Finale,2019-05-30,Finale,,3,40,New York,New York,missshugacain,missshugacain
133,Plastique Tiara,11,14,8,Guest,Grand Finale,2019-05-30,Finale,,4,21,Southlake,Texas,plastiquetiara,plastiquetiara
134,Mercedes Iman Diamond,11,14,12,Guest,Grand Finale,2019-05-30,Finale,,5,31,Minneapolis,Minnesota,mercedesimandiamond,mercedesiman
135,Scarlet Envy,11,14,10,Guest,Grand Finale,2019-05-30,Finale,,6,26,Brooklyn,New York,scarletenvy,scarletenvynyc
136,Honey Davenport,11,14,13,Guest,Grand Finale,2019-05-30,Finale,,7,32,New York,New York,honeydavenportofficial,honey_davenport
137,A'keria Chanel Davenport,11,14,3,Eliminated,Grand Finale,2019-05-30,Finale,,8,30,Dallas,Texas,mizakeriachanel,a_doublec_d
138,Yvie Oddly,11,14,1,Winner,Grand Finale,2019-05-30,Finale,,9,24,Denver,Colorado,oddlyyvie,oddlyyvie
139,Silky Nutmeg Ganache,11,14,3,Eliminated,Grand Finale,2019-05-30,Finale,,10,28,Chicago,Illinois,silkyganache,GanacheSilky
140,Brooke Lynn Hytes,11,14,2,Runner-up,Grand Finale,2019-05-30,Finale,,11,32,Nashville,Tennessee,bhytes,bhytes1
141,Ariel Versace,11,14,11,Guest,Grand Finale,2019-05-30,Finale,,12,26,Cherry Hill,New Jersey,arielversace,arielversace
142,Ra'jah D. O'Hara,11,14,9,Guest,Grand Finale,2019-05-30,Finale,,13,33,Dallas,Texas,therajahoharashow,RaJahOHara
143,Kahanna Montrese,11,14,14,Guest,Grand Finale,2019-05-30,Finale,,14,25,Las Vegas,Nevada,kahannamontrese,kahannamontrese
144,Soju,11,14,15,Guest,Grand Finale,2019-05-30,Finale,,15,27,Chicago,Illinois,shotwithsoju,shotwithsoju
