contestant_id,contestant_name,season_number,episode_number,season_outcome,episode_placement,episode_title,episode_airdate,episode_type,episode_maxi_challenge_type,contestant_entrance,age,hometown_city,hometown_state,handle_instagram,handle_twitter
69,Bianca Del Rio,6,9,1,SAFE,Drag Queens of Talk,2014-04-14,Competition,Talk Show,8,37,New Orleans,Louisiana,thebiancadelrio,TheBiancaDelRio
70,Trinity K. Bonet,6,9,7,ELIM,Drag Queens of Talk,2014-04-14,Competition,Talk Show,9,22,Atlanta,Georgia,trinitykbonet,trinitykbonet
71,Joslyn Fox,6,9,6,LOW,Drag Queens of Talk,2014-04-14,Competition,Talk Show,10,26,Worcester,Massachusetts,joslynfox,Joslyn_Fox
74,Courtney Act,6,9,2,WIN,Drag Queens of Talk,2014-04-14,Competition,Talk Show,13,31,West Hollywood,California,courtneyact,courtneyact
75,Darienne Lake,6,9,4,SAFE,Drag Queens of Talk,2014-04-14,Competition,Talk Show,14,41,Rochester,New York,dariennelake,dariennelake
62,Adore Delano,6,10,2,BTM2,Drag My Wedding,2014-04-21,Competition,Makeover,1,23,Azusa,California,adoredelano,AdoreDelano
63,BenDeLaCreme,6,10,5,HIGH,Drag My Wedding,2014-04-21,Competition,Makeover,2,31,Seattle,Washington,bendelacreme,bendelacreme
69,Bianca Del Rio,6,10,1,WIN,Drag My Wedding,2014-04-21,Competition,Makeover,8,37,New Orleans,Louisiana,thebiancadelrio,TheBiancaDelRio
71,Joslyn Fox,6,10,6,ELIM,Drag My Wedding,2014-04-21,Competition,Makeover,10,26,Worcester,Massachusetts,joslynfox,Joslyn_Fox
74,Courtney Act,6,10,2,LOW,Drag My Wedding,2014-04-21,Competition,Makeover,13,31,West Hollywood,California,courtneyact,courtneyact
75,Darienne Lake,6,10,4,LOW,Drag My Wedding,2014-04-21,Competition,Makeover,14,41,Rochester,New York,dariennelake,dariennelake
62,Adore Delano,6,11,2,WIN,Glitter Ball,2014-04-28,Competition,Ball,1,23,Azusa,California,adoredelano,AdoreDelano
63,BenDeLaCreme,6,11,5,ELIM,Glitter Ball,2014-04-28,Competition,Ball,2,31,Seattle,Washington,bendelacreme,bendelacreme
69,Bianca Del Rio,6,11,1,SAFE,Glitter Ball,2014-04-28,Competition,Ball,8,37,New Orleans,Louisiana,thebiancadelrio,TheBiancaDelRio
74,Courtney Act,6,11,2,LOW,Glitter Ball,2014-04-28,Competition,Ball,13,31,West Hollywood,California,courtneyact,courtneyact
75,Darienne Lake,6,11,4,BTM2,Glitter Ball,2014-04-28,Competition,Ball,14,41,Rochester,New York,dariennelake,dariennelake
62,Adore Delano,6,12,2,SAFE,Sissy That Walk!,2014-05-05,Competition,Music Video,1,23,Azusa,California,adoredelano,AdoreDelano
69,Bianca Del Rio,6,12,1,SAFE,Sissy That Walk!,2014-05-05,Competition,Music Video,8,37,New Orleans,Louisiana,thebiancadelrio,TheBiancaDelRio
74,Courtney Act,6,12,2,SAFE,Sissy That Walk!,2014-05-05,Competition,Music Video,13,31,West Hollywood,California,courtneyact,courtneyact
75,Darienne Lake,6,12,4,ELIM,Sissy That Walk!,2014-05-05,Competition,Music Video,14,41,Rochester,New York,dariennelake,dariennelake
62,Adore Delano,6,14,2,Runner-up,The Finale,2014-05-19,Finale,,1,23,Azusa,California,adoredelano,AdoreDelano
63,BenDeLaCreme,6,14,5,Miss C,The Finale,2014-05-19,Finale,,2,31,Seattle,Washington,bendelacreme,bendelacreme
64,Gia Gunn,6,14,10,Guest,The Finale,2014-05-19,Finale,,3,23,Chicago,Illinois,gia_gunn,GiaGunn
65,Laganja Estranja,6,14,8,Guest,The Finale,2014-05-19,Finale,,4,24,Van Nuys,California,laganjaestranja,LaganjaEstranja
66,April Carrión,6,14,11,Guest,The Finale,2014-05-19,Finale,,5,24,Guaynabo,Puerto Rico,aprilcarrion,ApriLcarrion
67,Kelly Mantle,6,14,13,Guest,The Finale,2014-05-19,Finale,,6,36,Los Angeles,California,kellymantle,thekellymantle
68,Vivacious,6,14,12,Guest,The Finale,2014-05-19,Finale,,7,40,New York,New York,vivaciousnyc,VivaciousNYC
69,Bianca Del Rio,6,14,1,Winner,The Finale,2014-05-19,Finale,,8,37,New Orleans,Louisiana,thebiancadelrio,TheBiancaDelRio
70,Trinity K. Bonet,6,14,7,Guest,The Finale,2014-05-19,Finale,,9,22,Atlanta,Georgia,trinitykbonet,trinitykbonet
71,Joslyn Fox,6,14,6,Guest,The Finale,2014-05-19,Finale,,10,26,Worcester,Massachusetts,joslynfox,Joslyn_Fox
72,Milk,6,14,9,Guest,The Finale,2014-05-19,Finale,,11,25,New York,New York,bigandmilky,bigandmilky
73,Magnolia Crawford,6,14,13,Guest,The Finale,2014-05-19,Finale,,12,28,Seattle,Washington,magnoliaisme,magnoliaisme
74,Courtney Act,6,14,2,Runner-up,The Finale,2014-05-19,Finale,,13,31,West Hollywood,California,courtneyact,courtneyact
75,Darienne Lake,6,14,4,Guest,The Finale,2014-05-19,Finale,,14,41,Rochester,New York,dariennelake,dariennelake
76,Miss Fame,7,1,7,HIGH,Born Naked,2015-03-02,Competition,Sewing,1,29,New York,New York,missfamenyc,MissFameNYC
77,Ginger Minj,7,1,2,SAFE,Born Naked,2015-03-02,Competition,Sewing,2,29,Orlando,Florida,gingerminj,TheGingerMinj
78,Jaidynn Diore Fierce,7,1,8,SAFE,Born Naked,2015-03-02,Competition,Sewing,3,25,Nashville,Tennessee,jaidynnfierce,jaidynnfierce
79,Violet Chachki,7,1,1,WIN,Born Naked,2015-03-02,Competition,Sewing,4,22,Atlanta,Georgia,violetchachki,VioletChachki
80,Max,7,1,9,SAFE,Born Naked,2015-03-02,Competition,Sewing,5,22,Hudson,Wisconsin,maxcollective,MAXcollective
81,Katya,7,1,5,SAFE,Born Naked,2015-03-02,Competition,Sewing,6,32,Boston,Massachusetts,katya_zamo,katya_zamo
82,Jasmine Masters,7,1,12,LOW,Born Naked,2015-03-02,Competition,Sewing,7,37,Los Angeles,California,msjasminemasters,
83,Mrs. Kasha Davis,7,1,11,SAFE,Born Naked,2015-03-02,Competition,Sewing,8,43,Rochester,New York,mrskashadavis,KashaDavis
84,Trixie Mattel,7,1,6,SAFE,Born Naked,2015-03-02,Competition,Sewing,9,24,Milwaukee,Wisconsin,trixiemattel,trixiemattel
85,Kandy Ho,7,1,10,BTM2,Born Naked,2015-03-02,Competition,Sewing,10,28,Cayey,Puerto Rico,ho_kandy,kandy_ho
86,Pearl,7,1,2,SAFE,Born Naked,2015-03-02,Competition,Sewing,11,23,Brooklyn,New York,pearliaison,pearliaison
87,Kennedy Davenport,7,1,4,HIGH,Born Naked,2015-03-02,Competition,Sewing,12,33,Dallas,Texas,kennedyddoftx,kennedyddoftx
88,Sasha Belle,7,1,13,LOW,Born Naked,2015-03-02,Competition,Sewing,13,28,Iowa City,Iowa,sashabelley,SashaBelle3
89,Tempest DuJour,7,1,14,ELIM,Born Naked,2015-03-02,Competition,Sewing,14,46,Tucson,Arizona,tempestdujour,TempestDujour
76,Miss Fame,7,2,7,LOW,Glamazonian Airways,2015-03-09,Competition,Lipsync,1,29,New York,New York,missfamenyc,MissFameNYC
77,Ginger Minj,7,2,2,WIN,Glamazonian Airways,2015-03-09,Competition,Lipsync,2,29,Orlando,Florida,gingerminj,TheGingerMinj
78,Jaidynn Diore Fierce,7,2,8,SAFE,Glamazonian Airways,2015-03-09,Competition,Lipsync,3,25,Nashville,Tennessee,jaidynnfierce,jaidynnfierce
79,Violet Chachki,7,2,1,HIGH,Glamazonian Airways,2015-03-09,Competition,Lipsync,4,22,Atlanta,Georgia,violetchachki,VioletChachki
80,Max,7,2,9,SAFE,Glamazonian Airways,2015-03-09,Competition,Lipsync,5,22,Hudson,Wisconsin,maxcollective,MAXcollective
81,Katya,7,2,5,BTM2,Glamazonian Airways,2015-03-09,Competition,Lipsync,6,32,Boston,Massachusetts,katya_zamo,katya_zamo
82,Jasmine Masters,7,2,12,SAFE,Glamazonian Airways,2015-03-09,Competition,Lipsync,7,37,Los Angeles,California,msjasminemasters,
83,Mrs. Kasha Davis,7,2,11,HIGH,Glamazonian Airways,2015-03-09,Competition,Lipsync,8,43,Rochester,New York,mrskashadavis,KashaDavis
84,Trixie Mattel,7,2,6,SAFE,Glamazonian Airways,2015-03-09,Competition,Lipsync,9,24,Milwaukee,Wisconsin,trixiemattel,trixiemattel
85,Kandy Ho,7,2,10,SAFE,Glamazonian Airways,2015-03-09,Competition,Lipsync,10,28,Cayey,Puerto Rico,ho_kandy,kandy_ho
86,Pearl,7,2,2,SAFE,Glamazonian Airways,2015-03-09,Competition,Lipsync,11,23,Brooklyn,New York,pearliaison,pearliaison
87,Kennedy Davenport,7,2,4,SAFE,Glamazonian Airways,2015-03-09,Competition,Lipsync,12,33,Dallas,Texas,kennedyddoftx,kennedyddoftx
88,Sasha Belle,7,2,13,ELIM,Glamazonian Airways,2015-03-09,Competition,Lipsync,13,28,Iowa City,Iowa,sashabelley,SashaBelle3
76,Miss Fame,7,3,7,HIGH,ShakesQueer,2015-03-16,Competition,Acting,1,29,New York,New York,missfamenyc,MissFameNYC
77,Ginger Minj,7,3,2,HIGH,ShakesQueer,2015-03-16,Competition,Acting,2,29,Orlando,Florida,gingerminj,TheGingerMinj
78,Jaidynn Diore Fierce,7,3,8,HIGH,ShakesQueer,2015-03-16,Competition,Acting,3,25,Nashville,Tennessee,jaidynnfierce,jaidynnfierce
79,Violet Chachki,7,3,1,SAFE,ShakesQueer,2015-03-16,Competition,Acting,4,22,Atlanta,Georgia,violetchachki,VioletChachki
80,Max,7,3,9,WIN,ShakesQueer,2015-03-16,Competition,Acting,5,22,Hudson,Wisconsin,maxcollective,MAXcollective
81,Katya,7,3,5,SAFE,ShakesQueer,2015-03-16,Competition,Acting,6,32,Boston,Massachusetts,katya_zamo,katya_zamo
82,Jasmine Masters,7,3,12,ELIM,ShakesQueer,2015-03-16,Competition,Acting,7,37,Los Angeles,California,msjasminemasters,
83,Mrs. Kasha Davis,7,3,11,HIGH,ShakesQueer,2015-03-16,Competition,Acting,8,43,Rochester,New York,mrskashadavis,KashaDavis
84,Trixie Mattel,7,3,6,HIGH,ShakesQueer,2015-03-16,Competition,Acting,9,24,Milwaukee,Wisconsin,trixiemattel,trixiemattel
85,Kandy Ho,7,3,10,SAFE,ShakesQueer,2015-03-16,Competition,Acting,10,28,Cayey,Puerto Rico,ho_kandy,kandy_ho
86,Pearl,7,3,2,LOW,ShakesQueer,2015-03-16,Competition,Acting,11,23,Brooklyn,New York,pearliaison,pearliaison
87,Kennedy Davenport,7,3,4,BTM2,ShakesQueer,2015-03-16,Competition,Acting,12,33,Dallas,Texas,kennedyddoftx,kennedyddoftx
76,Miss Fame,7,4,7,SAFE,Spoof! (There It Is),2015-03-23,Competition,Acting,1,29,New York,New York,missfamenyc,MissFameNYC
77,Ginger Minj,7,4,2,SAFE,Spoof! (There It Is),2015-03-23,Competition,Acting,2,29,Orlando,Florida,gingerminj,TheGingerMinj
78,Jaidynn Diore Fierce,7,4,8,HIGH,Spoof! (There It Is),2015-03-23,Competition,Acting,3,25,Nashville,Tennessee,jaidynnfierce,jaidynnfierce
79,Violet Chachki,7,4,1,SAFE,Spoof! (There It Is),2015-03-23,Competition,Acting,4,22,Atlanta,Georgia,violetchachki,VioletChachki
80,Max,7,4,9,SAFE,Spoof! (There It Is),2015-03-23,Competition,Acting,5,22,Hudson,Wisconsin,maxcollective,MAXcollective
81,Katya,7,4,5,HIGH,Spoof! (There It Is),2015-03-23,Competition,Acting,6,32,Boston,Massachusetts,katya_zamo,katya_zamo
83,Mrs. Kasha Davis,7,4,11,SAFE,Spoof! (There It Is),2015-03-23,Competition,Acting,8,43,Rochester,New York,mrskashadavis,KashaDavis
84,Trixie Mattel,7,4,6,ELIM,Spoof! (There It Is),2015-03-23,Competition,Acting,9,24,Milwaukee,Wisconsin,trixiemattel,trixiemattel
85,Kandy Ho,7,4,10,LOW,Spoof! (There It Is),2015-03-23,Competition,Acting,10,28,Cayey,Puerto Rico,ho_kandy,kandy_ho
86,Pearl,7,4,2,BTM2,Spoof! (There It Is),2015-03-23,Competition,Acting,11,23,Brooklyn,New York,pearliaison,pearliaison
87,Kennedy Davenport,7,4,4,WIN,Spoof! (There It Is),2015-03-23,Competition,Acting,12,33,Dallas,Texas,kennedyddoftx,kennedyddoftx
76,Miss Fame,7,5,7,SAFE,The DESPY Awards,2015-03-30,Competition,Comedy,1,29,New York,New York,missfamenyc,MissFameNYC
77,Ginger Minj,7,5,2,SAFE,The DESPY Awards,2015-03-30,Competition,Comedy,2,29,Orlando,Florida,gingerminj,TheGingerMinj
78,Jaidynn Diore Fierce,7,5,8,SAFE,The DESPY Awards,2015-03-30,Competition,Comedy,3,25,Nashville,Tennessee,jaidynnfierce,jaidynnfierce
79,Violet Chachki,7,5,1,LOW,The DESPY Awards,2015-03-30,Competition,Comedy,4,22,Atlanta,Georgia,violetchachki,VioletChachki
80,Max,7,5,9,WIN,The DESPY Awards,2015-03-30,Competition,Comedy,5,22,Hudson,Wisconsin,maxcollective,MAXcollective
81,Katya,7,5,5,SAFE,The DESPY Awards,2015-03-30,Competition,Comedy,6,32,Boston,Massachusetts,katya_zamo,katya_zamo
83,Mrs. Kasha Davis,7,5,11,ELIM,The DESPY Awards,2015-03-30,Competition,Comedy,8,43,Rochester,New York,mrskashadavis,KashaDavis
85,Kandy Ho,7,5,10,BTM2,The DESPY Awards,2015-03-30,Competition,Comedy,10,28,Cayey,Puerto Rico,ho_kandy,kandy_ho
86,Pearl,7,5,2,WIN,The DESPY Awards,2015-03-30,Competition,Comedy,11,23,Brooklyn,New York,pearliaison,pearliaison
87,Kennedy Davenport,7,5,4,SAFE,The DESPY Awards,2015-03-30,Competition,Comedy,12,33,Dallas,Texas,kennedyddoftx,kennedyddoftx
76,Miss Fame,7,6,7,LOW,Ru Hollywood Stories,2015-04-06,Competition,Acting,1,29,New York,New York,missfamenyc,MissFameNYC
77,Ginger Minj,7,6,2,HIGH,Ru Hollywood Stories,2015-04-06,Competition,Acting,2,29,Orlando,Florida,gingerminj,TheGingerMinj
78,Jaidynn Diore Fierce,7,6,8,BTM2,Ru Hollywood Stories,2015-04-06,Competition,Acting,3,25,Nashville,Tennessee,jaidynnfierce,jaidynnfierce
79,Violet Chachki,7,6,1,SAFE,Ru Hollywood Stories,2015-04-06,Competition,Acting,4,22,Atlanta,Georgia,violetchachki,VioletChachki
80,Max,7,6,9,SAFE,Ru Hollywood Stories,2015-04-06,Competition,Acting,5,22,Hudson,Wisconsin,maxcollective,MAXcollective
81,Katya,7,6,5,WIN,Ru Hollywood Stories,2015-04-06,Competition,Acting,6,32,Boston,Massachusetts,katya_zamo,katya_zamo
85,Kandy Ho,7,6,10,ELIM,Ru Hollywood Stories,2015-04-06,Competition,Acting,10,28,Cayey,Puerto Rico,ho_kandy,kandy_ho
86,Pearl,7,6,2,SAFE,Ru Hollywood Stories,2015-04-06,Competition,Acting,11,23,Brooklyn,New York,pearliaison,pearliaison
87,Kennedy Davenport,7,6,4,HIGH,Ru Hollywood Stories,2015-04-06,Competition,Acting,12,33,Dallas,Texas,kennedyddoftx,kennedyddoftx
76,Miss Fame,7,7,7,LOW,Snatch Game,2015-04-13,Competition,Snatch Game,1,29,New York,New York,missfamenyc,MissFameNYC
77,Ginger Minj,7,7,2,WIN,Snatch Game,2015-04-13,Competition,Snatch Game,2,29,Orlando,Florida,gingerminj,TheGingerMinj
78,Jaidynn Diore Fierce,7,7,8,BTM2,Snatch Game,2015-04-13,Competition,Snatch Game,3,25,Nashville,Tennessee,jaidynnfierce,jaidynnfierce
79,Violet Chachki,7,7,1,SAFE,Snatch Game,2015-04-13,Competition,Snatch Game,4,22,Atlanta,Georgia,violetchachki,VioletChachki
80,Max,7,7,9,ELIM,Snatch Game,2015-04-13,Competition,Snatch Game,5,22,Hudson,Wisconsin,maxcollective,MAXcollective
81,Katya,7,7,5,HIGH,Snatch Game,2015-04-13,Competition,Snatch Game,6,32,Boston,Massachusetts,katya_zamo,katya_zamo
86,Pearl,7,7,2,SAFE,Snatch Game,2015-04-13,Competition,Snatch Game,11,23,Brooklyn,New York,pearliaison,pearliaison
87,Kennedy Davenport,7,7,4,WIN,Snatch Game,2015-04-13,Competition,Snatch Game,12,33,Dallas,Texas,kennedyddoftx,kennedyddoftx
76,Miss Fame,7,8,7,LOW,Conjoined Queens,2015-04-20,Competition,Makeover,1,29,New York,New York,missfamenyc,MissFameNYC
77,Ginger Minj,7,8,2,BTM2,Conjoined Queens,2015-04-20,Competition,Makeover,2,29,Orlando,Florida,gingerminj,TheGingerMinj
78,Jaidynn Diore Fierce,7,8,8,ELIM,Conjoined Queens,2015-04-20,Competition,Makeover,3,25,Nashville,Tennessee,jaidynnfierce,jaidynnfierce
79,Violet Chachki,7,8,1,HIGH,Conjoined Queens,2015-04-20,Competition,Makeover,4,22,Atlanta,Georgia,violetchachki,VioletChachki
80,Max,7,8,9,OUT,Conjoined Queens,2015-04-20,Competition,Makeover,5,22,Hudson,Wisconsin,maxcollective,MAXcollective
81,Katya,7,8,5,HIGH,Conjoined Queens,2015-04-20,Competition,Makeover,6,32,Boston,Massachusetts,katya_zamo,katya_zamo
82,Jasmine Masters,7,8,12,OUT,Conjoined Queens,2015-04-20,Competition,Makeover,7,37,Los Angeles,California,msjasminemasters,
83,Mrs. Kasha Davis,7,8,11,OUT,Conjoined Queens,2015-04-20,Competition,Makeover,8,43,Rochester,New York,mrskashadavis,KashaDavis
84,Trixie Mattel,7,8,6,WIN,Conjoined Queens,2015-04-20,Competition,Makeover,9,24,Milwaukee,Wisconsin,trixiemattel,trixiemattel
85,Kandy Ho,7,8,10,OUT,Conjoined Queens,2015-04-20,Competition,Makeover,10,28,Cayey,Puerto Rico,ho_kandy,kandy_ho
86,Pearl,7,8,2,WIN,Conjoined Queens,2015-04-20,Competition,Makeover,11,23,Brooklyn,New York,pearliaison,pearliaison
87,Kennedy Davenport,7,8,4,SAFE,Conjoined Queens,2015-04-20,Competition,Makeover,12,33,Dallas,Texas,kennedyddoftx,kennedyddoftx
88,Sasha Belle,7,8,13,OUT,Conjoined Queens,2015-04-20,Competition,Makeover,13,28,Iowa City,Iowa,sashabelley,SashaBelle3
89,Tempest DuJour,7,8,14,OUT,Conjoined Queens,2015-04-20,Competition,Makeover,14,46,Tucson,Arizona,tempestdujour,TempestDujour
76,Miss Fame,7,9,7,ELIM,Divine Inspiration,2015-04-27,Competition,Acting,1,29,New York,New York,missfamenyc,MissFameNYC
77,Ginger Minj,7,9,2,WIN,Divine Inspiration,2015-04-27,Competition,Acting,2,29,Orlando,Florida,gingerminj,TheGingerMinj
79,Violet Chachki,7,9,1,LOW,Divine Inspiration,2015-04-27,Competition,Acting,4,22,Atlanta,Georgia,violetchachki,VioletChachki
81,Katya,7,9,5,HIGH,Divine Inspiration,2015-04-27,Competition,Acting,6,32,Boston,Massachusetts,katya_zamo,katya_zamo
84,Trixie Mattel,7,9,6,SAFE,Divine Inspiration,2015-04-27,Competition,Acting,9,24,Milwaukee,Wisconsin,trixiemattel,trixiemattel
86,Pearl,7,9,2,BTM2,Divine Inspiration,2015-04-27,Competition,Acting,11,23,Brooklyn,New York,pearliaison,pearliaison
87,Kennedy Davenport,7,9,4,SAFE,Divine Inspiration,2015-04-27,Competition,Acting,12,33,Dallas,Texas,kennedyddoftx,kennedyddoftx
77,Ginger Minj,7,10,2,BTM2,Prancing Queens,2015-05-04,Competition,Dancing,2,29,Orlando,Florida,gingerminj,TheGingerMinj
79,Violet Chachki,7,10,1,WIN,Prancing Queens,2015-05-04,Competition,Dancing,4,22,Atlanta,Georgia,violetchachki,VioletChachki
81,Katya,7,10,5,WIN,Prancing Queens,2015-05-04,Competition,Dancing,6,32,Boston,Massachusetts,katya_zamo,katya_zamo
84,Trixie Mattel,7,10,6,ELIM,Prancing Queens,2015-05-04,Competition,Dancing,9,24,Milwaukee,Wisconsin,trixiemattel,trixiemattel
86,Pearl,7,10,2,SAFE,Prancing Queens,2015-05-04,Competition,Dancing,11,23,Brooklyn,New York,pearliaison,pearliaison
87,Kennedy Davenport,7,10,4,SAFE,Prancing Queens,2015-05-04,Competition,Dancing,12,33,Dallas,Texas,kennedyddoftx,kennedyddoftx
77,Ginger Minj,7,11,2,SAFE,"Hello, Kitty Girls!",2015-05-11,Competition,Ball,2,29,Orlando,Florida,gingerminj,TheGingerMinj
79,Violet Chachki,7,11,1,WIN,"Hello, Kitty Girls!",2015-05-11,Competition,Ball,4,22,Atlanta,Georgia,violetchachki,VioletChachki
81,Katya,7,11,5,ELIM,"Hello, Kitty Girls!",2015-05-11,Competition,Ball,6,32,Boston,Massachusetts,katya_zamo,katya_zamo
86,Pearl,7,11,2,SAFE,"Hello, Kitty Girls!",2015-05-11,Competition,Ball,11,23,Brooklyn,New York,pearliaison,pearliaison
87,Kennedy Davenport,7,11,4,BTM2,"Hello, Kitty Girls!",2015-05-11,Competition,Ball,12,33,Dallas,Texas,kennedyddoftx,kennedyddoftx
77,Ginger Minj,7,12,2,SAFE,And The Rest Is Drag,2015-05-18,Competition,Music Video,2,29,Orlando,Florida,gingerminj,TheGingerMinj
79,Violet Chachki,7,12,1,SAFE,And The Rest Is Drag,2015-05-18,Competition,Music Video,4,22,Atlanta,Georgia,violetchachki,VioletChachki
86,Pearl,7,12,2,SAFE,And The Rest Is Drag,2015-05-18,Competition,Music Video,11,23,Brooklyn,New York,pearliaison,pearliaison
87,Kennedy Davenport,7,12,4,ELIM,And The Rest Is Drag,2015-05-18,Competition,Music Video,12,33,Dallas,Texas,kennedyddoftx,kennedyddoftx
76,Miss Fame,7,14,7,Guest,The Grand Finale,2015-06-01,Finale,,1,29,New York,New York,missfamenyc,MissFameNYC
77,Ginger Minj,7,14,2,Runner-up,The Grand Finale,2015-06-01,Finale,,2,29,Orlando,Florida,gingerminj,TheGingerMinj
78,Jaidynn Diore Fierce,7,14,8,Guest,The Grand Finale,2015-06-01,Finale,,3,25,Nashville,Tennessee,jaidynnfierce,jaidynnfierce
79,Violet Chachki,7,14,1,Winner,The Grand Finale,2015-06-01,Finale,,4,22,Atlanta,Georgia,violetchachki,VioletChachki
80,Max,7,14,9,Guest,The Grand Finale,2015-06-01,Finale,,5,22,Hudson,Wisconsin,maxcollective,MAXcollective
81,Katya,7,14,5,Miss C,The Grand Finale,2015-06-01,Finale,,6,32,Boston,Massachusetts,katya_zamo,katya_zamo
82,Jasmine Masters,7,14,12,Guest,The Grand Finale,2015-06-01,Finale,,7,37,Los Angeles,California,msjasminemasters,
83,Mrs. Kasha Davis,7,14,11,Guest,The Grand Finale,2015-06-01,Finale,,8,43,Rochester,New York,mrskashadavis,KashaDavis
84,Trixie Mattel,7,14,6,Guest,The Grand Finale,2015-06-01,Finale,,9,24,Milwaukee,Wisconsin,trixiemattel,trixiemattel
85,Kandy Ho,7,14,10,Guest,The Grand Finale,2015-06-01,Finale,,10,28,Cayey,Puerto Rico,ho_kandy,kandy_ho
86,Pearl,7,14,2,Runner-up,The Grand Finale,2015-06-01,Finale,,11,23,Brooklyn,New York,pearliaison,pearliaison
87,Kennedy Davenport,7,14,4,Guest,The Grand Finale,2015-06-01,Finale,,12,33,Dallas,Texas,kennedyddoftx,kennedyddoftx
88,Sasha Belle,7,14,13,Guest,The Grand Finale,2015-06-01,Finale,,13,28,Iowa City,Iowa,sashabelley,SashaBelle3
89,Tempest DuJour,7,14,14,Guest,The Grand Finale,2015-06-01,Finale,,14,46,Tucson,Arizona,tempestdujour,TempestDujour
90,Naomi Smalls,8,1,2,SAFE,Keeping it 100!,2016-03-07,Competition,Sewing,1,21,Redlands,California,naomismalls,naomismallsduh
91,Cynthia Lee Fontaine,8,1,10,SAFE,Keeping it 100!,2016-03-07,Competition,Sewing,2,34,Austin,Texas,cynthialeefontaine,lee_fontaine
92,Dax ExclamationPoint,8,1,11,SAFE,Keeping it 100!,2016-03-07,Competition,Sewing,3,31,Savannah,Georgia,daxclamation,Daxclamation
93,Naysha Lopez,8,1,9,ELIM,Keeping it 100!,2016-03-07,Competition,Sewing,4,31,Chicago,Illinois,nayshalopez,nayshalopez
94,Acid Betty,8,1,8,HIGH,Keeping it 100!,2016-03-07,Competition,Sewing,5,37,Brooklyn,New York,acidbetty,acidbettyrocks
95,Robbie Turner,8,1,7,LOW,Keeping it 100!,2016-03-07,Competition,Sewing,6,33,Seattle,Washington,therobbieturner,TheRobbieTurner
96,Kim Chi,8,1,2,WIN,Keeping it 100!,2016-03-07,Competition,Sewing,7,27,Chicago,Illinois,kimchi_chic,KimChi_Chic
97,Thorgy Thor,8,1,6,SAFE,Keeping it 100!,2016-03-07,Competition,Sewing,8,31,Brooklyn,New York,thorgythor,ThorgyThor
98,Bob the Drag Queen,8,1,1,SAFE,Keeping it 100!,2016-03-07,Competition,Sewing,9,29,New York,New York,bobthedragqueen,thatonequeen
99,Laila McQueen,8,1,11,BTM2,Keeping it 100!,2016-03-07,Competition,Sewing,10,22,Gloucester,Massachusetts,misslailamcqueen,LailaMcQueen
100,Chi Chi DeVayne,8,1,4,SAFE,Keeping it 100!,2016-03-07,Competition,Sewing,11,29,Shreveport,Louisiana,chichidevayneofficial,ChiChiDeVayne
101,Derrick Barry,8,1,5,HIGH,Keeping it 100!,2016-03-07,Competition,Sewing,12,32,Las Vegas,Nevada,derrickbarry,DerrickBarry
90,Naomi Smalls,8,2,2,SAFE,Bitch Perfect,2016-03-14,Competition,Lipsync,1,21,Redlands,California,naomismalls,naomismallsduh
91,Cynthia Lee Fontaine,8,2,10,SAFE,Bitch Perfect,2016-03-14,Competition,Lipsync,2,34,Austin,Texas,cynthialeefontaine,lee_fontaine
92,Dax ExclamationPoint,8,2,11,ELIM,Bitch Perfect,2016-03-14,Competition,Lipsync,3,31,Savannah,Georgia,daxclamation,Daxclamation
94,Acid Betty,8,2,8,HIGH,Bitch Perfect,2016-03-14,Competition,Lipsync,5,37,Brooklyn,New York,acidbetty,acidbettyrocks
95,Robbie Turner,8,2,7,SAFE,Bitch Perfect,2016-03-14,Competition,Lipsync,6,33,Seattle,Washington,therobbieturner,TheRobbieTurner
96,Kim Chi,8,2,2,LOW,Bitch Perfect,2016-03-14,Competition,Lipsync,7,27,Chicago,Illinois,kimchi_chic,KimChi_Chic
97,Thorgy Thor,8,2,6,HIGH,Bitch Perfect,2016-03-14,Competition,Lipsync,8,31,Brooklyn,New York,thorgythor,ThorgyThor
98,Bob the Drag Queen,8,2,1,SAFE,Bitch Perfect,2016-03-14,Competition,Lipsync,9,29,New York,New York,bobthedragqueen,thatonequeen
99,Laila McQueen,8,2,11,ELIM,Bitch Perfect,2016-03-14,Competition,Lipsync,10,22,Gloucester,Massachusetts,misslailamcqueen,LailaMcQueen
100,Chi Chi DeVayne,8,2,4,WIN,Bitch Perfect,2016-03-14,Competition,Lipsync,11,29,Shreveport,Louisiana,chichidevayneofficial,ChiChiDeVayne
101,Derrick Barry,8,2,5,SAFE,Bitch Perfect,2016-03-14,Competition,Lipsync,12,32,Las Vegas,Nevada,derrickbarry,DerrickBarry
90,Naomi Smalls,8,3,2,SAFE,RuCo's Empire,2016-03-21,Competition,Acting,1,21,Redlands,California,naomismalls,naomismallsduh
91,Cynthia Lee Fontaine,8,3,10,ELIM,RuCo's Empire,2016-03-21,Competition,Acting,2,34,Austin,Texas,cynthialeefontaine,lee_fontaine
93,Naysha Lopez,8,3,9,SAFE,RuCo's Empire,2016-03-21,Competition,Acting,4,31,Chicago,Illinois,nayshalopez,nayshalopez
94,Acid Betty,8,3,8,HIGH,RuCo's Empire,2016-03-21,Competition,Acting,5,37,Brooklyn,New York,acidbetty,acidbettyrocks
